date,storeCode,store,divisionCode,division,totalPrice
20230908,1,Saga,3,肉,442
20230903,3,Oita,0,米,466
20231015,3,Oita,0,米,629
20230806,6,Kagoshima,3,肉,840
20230921,2,Kumamoto,3,肉,940
20231028,5,Nagasaki,5,野菜,761
20230815,0,Fukuoka,1,卵,643
20230810,1,Saga,5,野菜,475
20231019,2,Kumamoto,3,肉,816
20230911,6,Kagoshima,4,油,319
20230816,4,Miyazaki,2,味噌,340
20231030,2,Kumamoto,5,野菜,474
20231026,1,Saga,2,味噌,464
20231010,3,Oita,5,野菜,554
20231021,2,Kumamoto,3,肉,814
20230831,0,Fukuoka,0,米,696
20230912,2,Kumamoto,2,味噌,720
20230930,6,Kagoshima,1,卵,949
20230910,4,Miyazaki,2,味噌,662
20231004,0,Fukuoka,0,米,982
20231026,3,Oita,3,肉,728
20230902,4,Miyazaki,2,味噌,975
20230810,6,Kagoshima,5,野菜,573
20230928,2,Kumamoto,3,肉,382
20230927,4,Miyazaki,3,肉,860
20231001,2,Kumamoto,3,肉,319
20230824,6,Kagoshima,0,米,889
20230820,6,Kagoshima,4,油,429
20230807,3,Oita,1,卵,536
20231001,0,Fukuoka,4,油,615
20230910,3,Oita,3,肉,307
20230911,6,Kagoshima,1,卵,740
20231028,2,Kumamoto,1,卵,895
20230920,1,Saga,0,米,909
20230923,0,Fukuoka,5,野菜,791
20230903,4,Miyazaki,1,卵,728
20230826,4,Miyazaki,4,油,408
20230822,2,Kumamoto,4,油,302
20230813,5,Nagasaki,2,味噌,391
20231013,0,Fukuoka,0,米,875
20230908,0,Fukuoka,5,野菜,569
20230822,1,Saga,0,米,551
20231021,2,Kumamoto,4,油,602
20230924,5,Nagasaki,0,米,920
20230906,5,Nagasaki,3,肉,640
20230815,3,Oita,3,肉,907
20230921,5,Nagasaki,1,卵,787
20230811,0,Fukuoka,5,野菜,667
20230801,4,Miyazaki,5,野菜,327
20231021,1,Saga,2,味噌,664
20231026,2,Kumamoto,4,油,355
20231030,3,Oita,3,肉,612
20230807,1,Saga,4,油,729
20230822,5,Nagasaki,0,米,450
20230903,0,Fukuoka,1,卵,359
20231023,1,Saga,4,油,911
20230817,6,Kagoshima,0,米,362
20230815,5,Nagasaki,3,肉,430
20230810,6,Kagoshima,0,米,829
20230804,1,Saga,0,米,350
20231027,2,Kumamoto,1,卵,798
20230926,4,Miyazaki,4,油,300
20231014,5,Nagasaki,5,野菜,857
20231028,5,Nagasaki,4,油,846
20230819,4,Miyazaki,3,肉,934
20230819,0,Fukuoka,5,野菜,896
20231030,2,Kumamoto,1,卵,701
20230825,1,Saga,5,野菜,872
20231018,4,Miyazaki,3,肉,671
20230826,6,Kagoshima,3,肉,744
20230827,3,Oita,0,米,383
20231025,0,Fukuoka,0,米,426
20231002,3,Oita,3,肉,961
20231023,6,Kagoshima,5,野菜,527
20230809,5,Nagasaki,5,野菜,915
20230818,6,Kagoshima,1,卵,864
20230825,6,Kagoshima,4,油,483
20230924,1,Saga,5,野菜,581
20230917,6,Kagoshima,3,肉,719
20231030,6,Kagoshima,5,野菜,493
20231005,4,Miyazaki,4,油,813
20231019,4,Miyazaki,3,肉,924
20230913,4,Miyazaki,0,米,597
20230819,4,Miyazaki,5,野菜,786
20231025,1,Saga,5,野菜,311
20230828,4,Miyazaki,3,肉,401
20230823,3,Oita,2,味噌,314
20230904,3,Oita,0,米,963
20230827,3,Oita,3,肉,816
20230923,5,Nagasaki,2,味噌,738
20230911,4,Miyazaki,2,味噌,744
20230909,6,Kagoshima,5,野菜,987
20230920,5,Nagasaki,0,米,811
20230915,5,Nagasaki,3,肉,538
20230907,0,Fukuoka,1,卵,624
20230814,0,Fukuoka,3,肉,742
20230916,3,Oita,4,油,585
20230813,0,Fukuoka,2,味噌,657
20230812,1,Saga,0,米,532
20231001,6,Kagoshima,1,卵,446
20231015,2,Kumamoto,0,米,596
20230923,4,Miyazaki,3,肉,344
20230804,1,Saga,2,味噌,617
20231023,6,Kagoshima,4,油,643
20230817,1,Saga,2,味噌,582
20230820,6,Kagoshima,3,肉,599
20230916,1,Saga,1,卵,673
20230923,6,Kagoshima,0,米,680
20230909,5,Nagasaki,2,味噌,761
20230807,0,Fukuoka,3,肉,372
20230918,4,Miyazaki,2,味噌,328
20230802,0,Fukuoka,4,油,744
20230825,4,Miyazaki,2,味噌,958
20230825,3,Oita,4,油,959
20231030,3,Oita,2,味噌,931
20231025,3,Oita,1,卵,383
20230813,1,Saga,2,味噌,840
20231012,3,Oita,0,米,708
20230810,4,Miyazaki,0,米,346
20230925,4,Miyazaki,3,肉,841
20230909,1,Saga,3,肉,506
20231023,5,Nagasaki,1,卵,618
20230915,6,Kagoshima,2,味噌,986
20231006,4,Miyazaki,2,味噌,756
20230904,2,Kumamoto,3,肉,839
20230924,1,Saga,1,卵,951
20230922,3,Oita,2,味噌,603
20231007,4,Miyazaki,0,米,925
20231025,6,Kagoshima,5,野菜,428
20230819,0,Fukuoka,2,味噌,910
20230902,0,Fukuoka,2,味噌,363
20230814,5,Nagasaki,0,米,421
20230910,3,Oita,4,油,820
20230826,6,Kagoshima,2,味噌,776
20230830,6,Kagoshima,0,米,687
20230911,5,Nagasaki,5,野菜,887
20230916,5,Nagasaki,0,米,524
20230930,5,Nagasaki,4,油,954
20230913,0,Fukuoka,5,野菜,860
20230829,3,Oita,0,米,488
20231011,5,Nagasaki,4,油,897
20231021,6,Kagoshima,5,野菜,626
20230914,5,Nagasaki,3,肉,819
20231019,4,Miyazaki,4,油,626
20230929,0,Fukuoka,3,肉,708
20230809,3,Oita,0,米,937
20230904,1,Saga,3,肉,424
20231010,2,Kumamoto,4,油,712
20231015,3,Oita,2,味噌,575
20230820,1,Saga,3,肉,995
20231022,1,Saga,5,野菜,756
20230808,2,Kumamoto,0,米,403
20230813,0,Fukuoka,0,米,985
20230821,6,Kagoshima,2,味噌,898
20230811,3,Oita,0,米,433
20230905,3,Oita,1,卵,335
20231030,3,Oita,0,米,366
20230825,4,Miyazaki,1,卵,997
20231008,4,Miyazaki,5,野菜,541
20231003,3,Oita,5,野菜,815
20230812,5,Nagasaki,4,油,886
20230806,6,Kagoshima,0,米,336
20230916,3,Oita,2,味噌,525
20230816,2,Kumamoto,0,米,734
20231003,2,Kumamoto,4,油,582
20230904,5,Nagasaki,3,肉,878
20230912,6,Kagoshima,3,肉,690
20230904,1,Saga,5,野菜,866
20231003,3,Oita,1,卵,819
20230804,1,Saga,0,米,565
20230801,6,Kagoshima,3,肉,486
20231024,3,Oita,4,油,585
20231013,6,Kagoshima,5,野菜,815
20230806,3,Oita,4,油,956
20230905,3,Oita,2,味噌,587
20231022,3,Oita,2,味噌,810
20231003,1,Saga,3,肉,631
20230913,3,Oita,2,味噌,472
20230814,3,Oita,3,肉,805
20230815,0,Fukuoka,3,肉,698
20230819,6,Kagoshima,4,油,991
20230925,6,Kagoshima,0,米,545
20230921,5,Nagasaki,3,肉,370
20231004,1,Saga,0,米,710
20231009,2,Kumamoto,4,油,517
20230827,3,Oita,2,味噌,616
20230813,2,Kumamoto,4,油,510
20230917,5,Nagasaki,5,野菜,749
20230802,6,Kagoshima,5,野菜,395
20230818,2,Kumamoto,3,肉,941
20230821,6,Kagoshima,1,卵,305
20230906,1,Saga,3,肉,598
20231015,2,Kumamoto,2,味噌,507
20230924,5,Nagasaki,4,油,918
20230828,6,Kagoshima,4,油,638
20230827,3,Oita,2,味噌,675
20231003,5,Nagasaki,4,油,768
20230812,4,Miyazaki,1,卵,412
20230914,2,Kumamoto,0,米,311
20230820,0,Fukuoka,3,肉,482
20230815,3,Oita,3,肉,851
20230820,4,Miyazaki,5,野菜,613
20230821,1,Saga,2,味噌,895
20231031,3,Oita,3,肉,904
20230827,2,Kumamoto,4,油,606
20230927,0,Fukuoka,3,肉,544
20230930,4,Miyazaki,5,野菜,310
20230924,5,Nagasaki,1,卵,349
20230928,1,Saga,0,米,331
20230901,1,Saga,4,油,362
20230818,3,Oita,0,米,996
20230911,3,Oita,2,味噌,727
20230901,6,Kagoshima,1,卵,732
20230924,4,Miyazaki,5,野菜,568
20231026,3,Oita,3,肉,800
20230807,6,Kagoshima,0,米,849
20231022,3,Oita,0,米,591
20231004,2,Kumamoto,3,肉,931
20231006,5,Nagasaki,1,卵,670
20230811,3,Oita,0,米,945
20231029,2,Kumamoto,5,野菜,650
20231001,2,Kumamoto,4,油,435
20231006,3,Oita,4,油,304
20231026,1,Saga,4,油,759
20230904,2,Kumamoto,5,野菜,983
20230917,4,Miyazaki,2,味噌,537
20230827,2,Kumamoto,4,油,746
20231026,5,Nagasaki,0,米,832
20231016,1,Saga,2,味噌,661
20231011,5,Nagasaki,5,野菜,397
20231012,6,Kagoshima,3,肉,454
20230927,2,Kumamoto,0,米,865
20230913,2,Kumamoto,3,肉,563
20231012,2,Kumamoto,4,油,496
20230816,2,Kumamoto,2,味噌,979
20231020,5,Nagasaki,1,卵,467
20231024,6,Kagoshima,4,油,838
20231012,0,Fukuoka,0,米,413
20231030,3,Oita,4,油,912
20230903,0,Fukuoka,5,野菜,876
20230827,3,Oita,0,米,919
20230821,5,Nagasaki,5,野菜,322
20230831,1,Saga,3,肉,550
20230818,4,Miyazaki,2,味噌,960
20231003,0,Fukuoka,1,卵,427
20230815,5,Nagasaki,4,油,661
20230909,6,Kagoshima,3,肉,717
20230830,3,Oita,3,肉,413
20230902,0,Fukuoka,4,油,558
20231011,6,Kagoshima,0,米,716
20230814,0,Fukuoka,5,野菜,698
20231030,0,Fukuoka,1,卵,348
20230815,0,Fukuoka,1,卵,872
20231010,6,Kagoshima,0,米,937
20230922,3,Oita,4,油,698
20230807,1,Saga,1,卵,688
20230915,1,Saga,0,米,473
20230803,1,Saga,2,味噌,981
20230914,5,Nagasaki,4,油,724
20230930,0,Fukuoka,3,肉,915
20231027,3,Oita,3,肉,312
20230904,0,Fukuoka,4,油,314
20230811,6,Kagoshima,3,肉,649
20230823,6,Kagoshima,0,米,806
20230817,4,Miyazaki,4,油,895
20230809,0,Fukuoka,0,米,917
20231009,1,Saga,4,油,725
20230824,2,Kumamoto,3,肉,702
20230815,6,Kagoshima,5,野菜,928
20230827,1,Saga,0,米,465
20231025,1,Saga,4,油,731
20230927,3,Oita,1,卵,700
20230804,2,Kumamoto,1,卵,632
20230828,0,Fukuoka,4,油,716
20230808,1,Saga,3,肉,924
20230828,4,Miyazaki,1,卵,328
20230915,3,Oita,0,米,583
20230901,0,Fukuoka,0,米,515
20230909,3,Oita,3,肉,962
20231023,5,Nagasaki,4,油,532
20230925,1,Saga,5,野菜,619
20230817,6,Kagoshima,4,油,481
20230820,3,Oita,5,野菜,508
20230829,3,Oita,1,卵,582
20230801,4,Miyazaki,4,油,362
20230804,6,Kagoshima,3,肉,741
20230926,2,Kumamoto,3,肉,802
20231009,6,Kagoshima,5,野菜,348
20230929,0,Fukuoka,0,米,664
20231017,0,Fukuoka,5,野菜,730
20230928,6,Kagoshima,1,卵,637
20230827,6,Kagoshima,2,味噌,703
20230914,5,Nagasaki,1,卵,460
20230828,4,Miyazaki,4,油,494
20230823,5,Nagasaki,2,味噌,486
20230911,5,Nagasaki,5,野菜,757
20231006,2,Kumamoto,1,卵,530
20231002,1,Saga,3,肉,484
20231005,4,Miyazaki,2,味噌,617
20231026,0,Fukuoka,1,卵,501
20230927,5,Nagasaki,1,卵,935
20231018,6,Kagoshima,2,味噌,916
20230810,2,Kumamoto,2,味噌,510
20230914,4,Miyazaki,1,卵,539
20230821,2,Kumamoto,5,野菜,414
20230927,6,Kagoshima,2,味噌,649
20231003,0,Fukuoka,3,肉,937
20231005,6,Kagoshima,5,野菜,458
20231018,2,Kumamoto,5,野菜,886
20230912,3,Oita,1,卵,435
20230823,6,Kagoshima,0,米,452
20230929,2,Kumamoto,2,味噌,878
20231021,5,Nagasaki,1,卵,609
20231006,5,Nagasaki,2,味噌,474
20230917,2,Kumamoto,3,肉,368
20230825,0,Fukuoka,1,卵,340
20230830,3,Oita,0,米,475
20230925,0,Fukuoka,5,野菜,428
20230822,0,Fukuoka,0,米,691
20230829,4,Miyazaki,4,油,830
20231005,0,Fukuoka,5,野菜,529
20230804,3,Oita,4,油,387
20230919,0,Fukuoka,2,味噌,825
20231008,0,Fukuoka,2,味噌,849
20231007,1,Saga,0,米,390
20231027,1,Saga,3,肉,917
20230927,4,Miyazaki,4,油,329
20230817,3,Oita,0,米,769
20231004,4,Miyazaki,4,油,594
20230930,0,Fukuoka,0,米,670
20231002,6,Kagoshima,0,米,924
20230905,2,Kumamoto,4,油,422
20230927,6,Kagoshima,2,味噌,858
20231021,3,Oita,3,肉,617
20230823,5,Nagasaki,4,油,555
20230921,2,Kumamoto,1,卵,377
20230924,1,Saga,1,卵,315
20231006,6,Kagoshima,5,野菜,655
20230912,2,Kumamoto,4,油,353
20230830,3,Oita,5,野菜,975
20231009,0,Fukuoka,4,油,577
20230915,1,Saga,2,味噌,642
20230824,0,Fukuoka,0,米,839
20230805,4,Miyazaki,3,肉,421
20231031,4,Miyazaki,1,卵,562
20231004,2,Kumamoto,0,米,789
20230815,0,Fukuoka,4,油,458
20230808,2,Kumamoto,3,肉,336
20230904,4,Miyazaki,3,肉,812
20230917,2,Kumamoto,5,野菜,734
20230825,5,Nagasaki,2,味噌,751
20230902,2,Kumamoto,5,野菜,568
20230929,3,Oita,3,肉,517
20230911,0,Fukuoka,5,野菜,436
20230913,3,Oita,3,肉,776
20231011,1,Saga,2,味噌,503
20230825,4,Miyazaki,4,油,897
20230915,2,Kumamoto,4,油,480
20231025,6,Kagoshima,0,米,773
20230829,0,Fukuoka,2,味噌,351
20230819,5,Nagasaki,4,油,359
20230809,2,Kumamoto,5,野菜,913
20231022,0,Fukuoka,3,肉,596
20230909,6,Kagoshima,2,味噌,981
20231026,5,Nagasaki,2,味噌,725
20231016,3,Oita,0,米,419
20231020,4,Miyazaki,2,味噌,307
20230815,2,Kumamoto,4,油,479
20231007,2,Kumamoto,4,油,802
20231025,1,Saga,2,味噌,414
20231031,5,Nagasaki,5,野菜,768
20230911,1,Saga,4,油,803
20231012,2,Kumamoto,2,味噌,939
20230917,2,Kumamoto,2,味噌,823
20230818,6,Kagoshima,1,卵,928
20230812,2,Kumamoto,5,野菜,364
20231018,5,Nagasaki,1,卵,644
20230820,2,Kumamoto,1,卵,464
20230802,2,Kumamoto,1,卵,492
20230829,4,Miyazaki,2,味噌,907
20230831,5,Nagasaki,2,味噌,649
20230927,1,Saga,5,野菜,347
20231022,3,Oita,3,肉,768
20230921,3,Oita,3,肉,944
20230918,3,Oita,3,肉,656
20230918,6,Kagoshima,0,米,534
20230807,1,Saga,0,米,648
20231023,4,Miyazaki,1,卵,646
20231022,6,Kagoshima,2,味噌,662
20230919,2,Kumamoto,0,米,471
20231029,4,Miyazaki,3,肉,960
20231015,2,Kumamoto,1,卵,679
20230906,4,Miyazaki,3,肉,730
20231005,4,Miyazaki,0,米,697
20230912,5,Nagasaki,5,野菜,734
20230814,4,Miyazaki,2,味噌,941
20230801,0,Fukuoka,0,米,486
20230826,3,Oita,1,卵,431
20230912,1,Saga,4,油,812
20230824,3,Oita,2,味噌,707
20230926,3,Oita,2,味噌,460
20230930,2,Kumamoto,0,米,524
20230918,1,Saga,0,米,416
20231003,1,Saga,1,卵,490
20230820,4,Miyazaki,0,米,348
20230827,4,Miyazaki,3,肉,361
20231019,5,Nagasaki,3,肉,924
20230820,2,Kumamoto,3,肉,364
20231004,0,Fukuoka,5,野菜,366
20230807,3,Oita,1,卵,661
20230831,2,Kumamoto,3,肉,504
20230825,3,Oita,5,野菜,536
20230924,5,Nagasaki,2,味噌,526
20230807,4,Miyazaki,1,卵,538
20230815,1,Saga,5,野菜,665
20231027,3,Oita,2,味噌,307
20230913,6,Kagoshima,1,卵,521
20231023,4,Miyazaki,5,野菜,869
20230819,5,Nagasaki,5,野菜,799
20230809,5,Nagasaki,5,野菜,830
20230818,6,Kagoshima,4,油,704
20231010,5,Nagasaki,1,卵,508
20230802,2,Kumamoto,5,野菜,687
20230914,1,Saga,2,味噌,721
20230802,0,Fukuoka,2,味噌,530
20231021,2,Kumamoto,3,肉,929
20230927,0,Fukuoka,4,油,619
20231026,4,Miyazaki,0,米,308
20230805,1,Saga,0,米,357
20230801,5,Nagasaki,2,味噌,758
20230916,0,Fukuoka,3,肉,925
20231018,1,Saga,2,味噌,741
20230830,0,Fukuoka,0,米,395
20231028,5,Nagasaki,2,味噌,530
20230819,2,Kumamoto,4,油,833
20230803,2,Kumamoto,0,米,764
20230929,0,Fukuoka,5,野菜,599
20230922,6,Kagoshima,5,野菜,337
20230820,2,Kumamoto,3,肉,514
20230821,3,Oita,4,油,689
20230825,5,Nagasaki,0,米,857
20230907,0,Fukuoka,5,野菜,990
20230830,5,Nagasaki,5,野菜,918
20230830,1,Saga,0,米,554
20230821,2,Kumamoto,5,野菜,459
20230805,6,Kagoshima,4,油,844
20230802,3,Oita,4,油,950
20230920,4,Miyazaki,4,油,882
20230827,5,Nagasaki,5,野菜,310
20230805,5,Nagasaki,5,野菜,526
20230912,3,Oita,1,卵,939
20231015,6,Kagoshima,5,野菜,731
20231008,1,Saga,5,野菜,487
20230810,1,Saga,0,米,395
20231024,4,Miyazaki,2,味噌,747
20231022,5,Nagasaki,3,肉,406
20230801,4,Miyazaki,5,野菜,303
20230927,4,Miyazaki,4,油,953
20231009,1,Saga,2,味噌,405
20230820,6,Kagoshima,4,油,977
20231004,4,Miyazaki,5,野菜,933
20230809,4,Miyazaki,0,米,890
20230806,1,Saga,3,肉,739
20231022,1,Saga,5,野菜,693
20231004,4,Miyazaki,5,野菜,594
20230923,1,Saga,5,野菜,328
20230804,1,Saga,1,卵,628
20230929,0,Fukuoka,1,卵,441
20231024,3,Oita,3,肉,728
20231018,1,Saga,0,米,507
20230915,2,Kumamoto,2,味噌,337
20230822,1,Saga,2,味噌,784
20230807,4,Miyazaki,3,肉,394
20230824,1,Saga,5,野菜,885
20231009,3,Oita,5,野菜,494
20230913,1,Saga,4,油,848
20231004,3,Oita,5,野菜,823
20230818,0,Fukuoka,5,野菜,878
20231015,5,Nagasaki,4,油,478
20230806,3,Oita,3,肉,655
20231028,3,Oita,2,味噌,392
20231007,0,Fukuoka,1,卵,768
20230817,6,Kagoshima,0,米,881
20230829,4,Miyazaki,0,米,388
20230908,6,Kagoshima,2,味噌,864
20230802,3,Oita,1,卵,852
20230907,2,Kumamoto,1,卵,719
20230818,0,Fukuoka,2,味噌,761
20231024,0,Fukuoka,5,野菜,587
20230812,6,Kagoshima,0,米,617
20230812,2,Kumamoto,0,米,645
20231016,0,Fukuoka,5,野菜,824
20231018,1,Saga,3,肉,675
20231017,2,Kumamoto,2,味噌,300
20230914,1,Saga,3,肉,786
20231026,1,Saga,4,油,649
20231012,6,Kagoshima,5,野菜,444
20230917,1,Saga,5,野菜,322
20230804,3,Oita,2,味噌,474
20230808,6,Kagoshima,5,野菜,441
20231031,3,Oita,4,油,515
20231015,0,Fukuoka,1,卵,753
20231018,3,Oita,1,卵,790
20230904,6,Kagoshima,2,味噌,423
20231005,6,Kagoshima,3,肉,727
20230823,6,Kagoshima,3,肉,893
20230919,2,Kumamoto,2,味噌,546
20231024,3,Oita,0,米,594
20230903,2,Kumamoto,5,野菜,978
20231009,2,Kumamoto,0,米,413
20230814,2,Kumamoto,2,味噌,835
20231023,5,Nagasaki,5,野菜,600
20230818,4,Miyazaki,4,油,752
20231013,5,Nagasaki,2,味噌,797
20231009,4,Miyazaki,1,卵,972
20230806,4,Miyazaki,1,卵,688
20230919,3,Oita,0,米,684
20231020,5,Nagasaki,4,油,897
20231004,3,Oita,4,油,661
20231019,5,Nagasaki,2,味噌,848
20230829,2,Kumamoto,2,味噌,462
20230822,0,Fukuoka,1,卵,819
20230908,3,Oita,3,肉,412
20230801,0,Fukuoka,1,卵,885
20230813,4,Miyazaki,5,野菜,379
20230809,2,Kumamoto,2,味噌,865
20230908,3,Oita,3,肉,963
20230925,4,Miyazaki,0,米,788
20230820,3,Oita,5,野菜,963
20231030,1,Saga,1,卵,864
20230929,0,Fukuoka,0,米,306
20231023,4,Miyazaki,5,野菜,774
20231015,6,Kagoshima,1,卵,899
20230821,2,Kumamoto,1,卵,885
20230926,0,Fukuoka,1,卵,827
20230822,1,Saga,4,油,730
20231015,4,Miyazaki,2,味噌,671
20231012,3,Oita,3,肉,826
20230808,1,Saga,3,肉,631
20230819,1,Saga,4,油,716
20230920,4,Miyazaki,3,肉,336
20230904,5,Nagasaki,1,卵,930
20230820,1,Saga,0,米,576
20231030,1,Saga,0,米,810
20230824,3,Oita,1,卵,973
20231015,3,Oita,2,味噌,505
20230831,5,Nagasaki,5,野菜,488
20230905,3,Oita,5,野菜,729
20230902,5,Nagasaki,0,米,541
20230918,0,Fukuoka,4,油,405
20230914,3,Oita,2,味噌,499
20230921,3,Oita,0,米,689
20231017,0,Fukuoka,4,油,745
20231012,0,Fukuoka,4,油,526
20230920,1,Saga,2,味噌,353
20230831,2,Kumamoto,0,米,447
20230908,4,Miyazaki,0,米,490
20230806,3,Oita,2,味噌,979
20230804,1,Saga,2,味噌,995
20230813,4,Miyazaki,0,米,742
20231008,4,Miyazaki,2,味噌,715
20231002,4,Miyazaki,2,味噌,780
20231024,5,Nagasaki,2,味噌,825
20231021,2,Kumamoto,3,肉,383
20230915,6,Kagoshima,4,油,462
20230910,0,Fukuoka,5,野菜,784
20230913,1,Saga,4,油,618
20231016,3,Oita,1,卵,615
20231011,6,Kagoshima,2,味噌,547
20230901,5,Nagasaki,2,味噌,420
20230922,3,Oita,3,肉,799
20230825,2,Kumamoto,2,味噌,744
20230820,5,Nagasaki,0,米,385
20230819,0,Fukuoka,1,卵,740
20230925,4,Miyazaki,3,肉,502
20230829,4,Miyazaki,5,野菜,754
20230804,6,Kagoshima,5,野菜,416
20231010,2,Kumamoto,5,野菜,331
20230821,4,Miyazaki,4,油,490
20231025,4,Miyazaki,3,肉,321
20231006,5,Nagasaki,0,米,519
20230921,3,Oita,5,野菜,828
20230802,5,Nagasaki,3,肉,692
20231004,5,Nagasaki,4,油,728
20230802,0,Fukuoka,3,肉,723
20231023,4,Miyazaki,1,卵,584
20231016,1,Saga,3,肉,578
20230816,6,Kagoshima,5,野菜,517
20231007,0,Fukuoka,5,野菜,326
20231026,5,Nagasaki,4,油,450
20231018,3,Oita,4,油,534
20230826,5,Nagasaki,5,野菜,937
20230920,5,Nagasaki,4,油,846
20230819,4,Miyazaki,2,味噌,471
20231019,2,Kumamoto,1,卵,890
20230813,1,Saga,5,野菜,976
20230818,1,Saga,3,肉,875
20231029,4,Miyazaki,1,卵,317
20231010,4,Miyazaki,3,肉,340
20231009,2,Kumamoto,5,野菜,446
20230928,0,Fukuoka,4,油,578
20230910,2,Kumamoto,2,味噌,637
20231016,6,Kagoshima,1,卵,397
20230913,0,Fukuoka,1,卵,850
20230829,2,Kumamoto,4,油,542
20230817,4,Miyazaki,5,野菜,356
20230807,0,Fukuoka,5,野菜,985
20230810,1,Saga,4,油,603
20230904,1,Saga,5,野菜,662
20230902,0,Fukuoka,3,肉,876
20231016,1,Saga,3,肉,861
20230831,0,Fukuoka,1,卵,457
20230920,6,Kagoshima,3,肉,448
20231007,5,Nagasaki,0,米,424
20230826,5,Nagasaki,2,味噌,582
20230813,1,Saga,4,油,527
20230810,4,Miyazaki,3,肉,323
20230927,5,Nagasaki,2,味噌,498
20230831,6,Kagoshima,4,油,802
20231013,3,Oita,5,野菜,323
20230930,6,Kagoshima,1,卵,835
20231017,4,Miyazaki,4,油,656
20230824,4,Miyazaki,0,米,702
20230812,2,Kumamoto,0,米,379
20230829,3,Oita,5,野菜,574
20231019,2,Kumamoto,0,米,797
20231010,6,Kagoshima,3,肉,877
20230916,2,Kumamoto,3,肉,952
20231008,6,Kagoshima,2,味噌,624
20230919,0,Fukuoka,2,味噌,897
20230803,4,Miyazaki,0,米,603
20231024,2,Kumamoto,3,肉,333
20231012,4,Miyazaki,2,味噌,300
20230829,4,Miyazaki,4,油,546
20230808,1,Saga,4,油,969
20231007,1,Saga,5,野菜,951
20231015,4,Miyazaki,4,油,560
20231030,5,Nagasaki,1,卵,877
20230922,6,Kagoshima,5,野菜,358
20230806,3,Oita,0,米,771
20231022,0,Fukuoka,4,油,966
20230826,5,Nagasaki,3,肉,649
20230823,2,Kumamoto,2,味噌,895
20231021,1,Saga,2,味噌,463
20230910,1,Saga,4,油,830
20231029,0,Fukuoka,3,肉,501
20230825,4,Miyazaki,4,油,988
20230828,4,Miyazaki,4,油,701
20230923,2,Kumamoto,3,肉,614
20230930,3,Oita,2,味噌,855
20230809,2,Kumamoto,5,野菜,498
20230810,5,Nagasaki,1,卵,893
20231021,6,Kagoshima,1,卵,867
20230907,5,Nagasaki,3,肉,367
20231019,0,Fukuoka,2,味噌,565
20230801,1,Saga,5,野菜,484
20231031,0,Fukuoka,4,油,863
20230910,3,Oita,2,味噌,459
20230902,0,Fukuoka,2,味噌,839
20231017,3,Oita,0,米,363
20230820,2,Kumamoto,5,野菜,940
20231010,4,Miyazaki,1,卵,315
20230917,2,Kumamoto,1,卵,567
20231013,4,Miyazaki,1,卵,676
20231025,4,Miyazaki,1,卵,710
20231031,0,Fukuoka,3,肉,996
20231006,0,Fukuoka,5,野菜,372
20231024,3,Oita,4,油,880
20230907,5,Nagasaki,4,油,555
20230923,3,Oita,3,肉,722
20230915,4,Miyazaki,1,卵,349
20230830,5,Nagasaki,5,野菜,810
20230925,6,Kagoshima,2,味噌,395
20231013,6,Kagoshima,4,油,537
20230803,5,Nagasaki,4,油,630
20230913,6,Kagoshima,5,野菜,707
20230824,5,Nagasaki,3,肉,621
20230815,6,Kagoshima,1,卵,987
20230829,4,Miyazaki,4,油,743
20230920,6,Kagoshima,0,米,945
20230805,5,Nagasaki,5,野菜,775
20231011,1,Saga,5,野菜,742
20230831,5,Nagasaki,4,油,431
20230922,3,Oita,4,油,797
20230825,5,Nagasaki,0,米,647
20230822,6,Kagoshima,2,味噌,349
20231011,6,Kagoshima,3,肉,464
20230814,2,Kumamoto,4,油,503
20230819,4,Miyazaki,1,卵,323
20230809,5,Nagasaki,4,油,795
20230824,6,Kagoshima,4,油,734
20230928,0,Fukuoka,3,肉,683
20230902,6,Kagoshima,0,米,785
20230807,3,Oita,1,卵,482
20231004,5,Nagasaki,2,味噌,512
20231029,4,Miyazaki,0,米,459
20230906,5,Nagasaki,0,米,481
20231021,3,Oita,5,野菜,697
20230913,3,Oita,4,油,551
20230913,5,Nagasaki,1,卵,742
20230917,4,Miyazaki,5,野菜,496
20230904,5,Nagasaki,2,味噌,750
20231010,1,Saga,0,米,758
20230810,1,Saga,0,米,363
20230916,0,Fukuoka,1,卵,521
20230906,1,Saga,4,油,521
20231021,2,Kumamoto,4,油,959
20230808,2,Kumamoto,4,油,413
20230820,2,Kumamoto,2,味噌,782
20230803,1,Saga,3,肉,373
20230901,1,Saga,2,味噌,958
20230913,0,Fukuoka,4,油,327
20230925,2,Kumamoto,3,肉,782
20231016,3,Oita,0,米,931
20230911,4,Miyazaki,3,肉,557
20230812,5,Nagasaki,4,油,922
20230815,1,Saga,0,米,985
20230827,0,Fukuoka,3,肉,838
20230915,5,Nagasaki,2,味噌,595
20230805,6,Kagoshima,1,卵,710
20230913,6,Kagoshima,0,米,743
20230812,3,Oita,2,味噌,937
20231011,5,Nagasaki,5,野菜,929
20231015,3,Oita,4,油,985
20230828,5,Nagasaki,2,味噌,530
20230910,3,Oita,5,野菜,632
20231002,3,Oita,0,米,792
20230913,0,Fukuoka,2,味噌,379
20231022,4,Miyazaki,1,卵,734
20231001,1,Saga,4,油,712
20230825,6,Kagoshima,3,肉,849
20230805,0,Fukuoka,4,油,434
